5693	18344	222
5693	29756	384
15091	29756	2999
18344	44231	40
18344	50868	834
29756	50868	1564
18344	55911	274
29756	55911	522
18344	64056	391
29756	64056	543
18344	74448	404
29756	74448	730
5693	95256	96
15091	95256	575
44231	95256	19
50868	95256	801
55911	95256	287
64056	95256	449
74448	95256	412
5693	100530	141
15091	100530	709
44231	100530	42
50868	100530	1038
55911	100530	197
64056	100530	552
74448	100530	369
5693	104687	58
15091	104687	437
44231	104687	46
50868	104687	716
55911	104687	212
64056	104687	357
74448	104687	393
18344	109838	400
29756	109838	734
95256	109838	1119
100530	109838	2916
18344	131220	253
29756	131220	579
95256	131220	714
100530	131220	1351
104687	131220	850
5693	134334	94
15091	134334	411
44231	134334	22
50868	134334	550
55911	134334	154
64056	134334	310
74448	134334	337
109838	134334	1112
18344	167103	95
29756	167103	140
95256	167103	152
100530	167103	404
104687	167103	357
134334	167103	536
18344	171769	118
29756	171769	125
95256	171769	206
100530	171769	370
104687	171769	244
134334	171769	200
18344	185994	572
29756	185994	780
95256	185994	783
100530	185994	1744
104687	185994	896
134334	185994	1156
5693	189074	77
15091	189074	261
44231	189074	13
50868	189074	496
55911	189074	127
64056	189074	188
74448	189074	322
109838	189074	629
131220	189074	527
167103	189074	439
171769	189074	204
18344	203353	371
29756	203353	568
95256	203353	441
100530	203353	1249
104687	203353	836
134334	203353	901
18344	217802	168
29756	217802	252
95256	217802	265
100530	217802	612
104687	217802	406
134334	217802	469
189074	217802	788
18344	225341	25
29756	225341	67
95256	225341	52
100530	225341	70
104687	225341	63
134334	225341	92
189074	225341	110
18344	247214	218
29756	247214	396
95256	247214	275
100530	247214	683
104687	247214	348
134334	247214	454
189074	247214	673
18344	277942	30
29756	277942	69
95256	277942	50
100530	277942	89
104687	277942	55
134334	277942	78
189074	277942	136
5693	289198	33
15091	289198	107
44231	289198	16
50868	289198	155
55911	289198	82
64056	289198	126
74448	289198	91
109838	289198	265
131220	289198	411
167103	289198	125
171769	289198	39
185994	289198	555
203353	289198	528
217802	289198	383
225341	289198	47
247214	289198	628
5693	303867	35
15091	303867	175
44231	303867	1
50868	303867	325
55911	303867	118
64056	303867	142
74448	303867	219
109838	303867	619
131220	303867	520
167103	303867	238
171769	303867	129
185994	303867	769
203353	303867	810
217802	303867	324
225341	303867	85
247214	303867	1146
277942	303867	293
5693	310528	66
15091	310528	240
44231	310528	37
50868	310528	325
55911	310528	159
64056	310528	169
74448	310528	186
109838	310528	510
131220	310528	538
167103	310528	197
171769	310528	97
185994	310528	960
203353	310528	908
217802	310528	486
225341	310528	120
247214	310528	1121
277942	310528	197
5693	314538	72
15091	314538	348
44231	314538	3
50868	314538	371
55911	314538	63
64056	314538	149
74448	314538	178
109838	314538	660
131220	314538	446
167103	314538	173
171769	314538	112
185994	314538	733
203353	314538	950
217802	314538	517
225341	314538	64
247214	314538	967
277942	314538	158
5693	327240	31
15091	327240	79
44231	327240	4
50868	327240	176
55911	327240	42
64056	327240	71
74448	327240	91
109838	327240	278
131220	327240	152
167103	327240	77
171769	327240	41
185994	327240	301
203353	327240	332
217802	327240	164
225341	327240	59
247214	327240	436
277942	327240	71
5693	334889	71
15091	334889	173
44231	334889	8
50868	334889	205
55911	334889	72
64056	334889	125
74448	334889	172
109838	334889	419
131220	334889	328
167103	334889	147
171769	334889	118
185994	334889	607
203353	334889	612
217802	334889	448
225341	334889	56
247214	334889	717
277942	334889	131
5693	352385	26
15091	352385	117
44231	352385	7
50868	352385	156
55911	352385	19
64056	352385	108
74448	352385	19
109838	352385	371
131220	352385	141
167103	352385	6
171769	352385	21
185994	352385	193
203353	352385	315
217802	352385	117
225341	352385	26
247214	352385	169
277942	352385	13
18344	360924	48
29756	360924	81
95256	360924	66
100530	360924	114
104687	360924	83
134334	360924	59
189074	360924	52
289198	360924	111
303867	360924	84
310528	360924	100
314538	360924	93
327240	360924	55
334889	360924	92
18344	372670	17
29756	372670	37
95256	372670	25
100530	372670	102
104687	372670	49
134334	372670	39
189074	372670	55
289198	372670	61
303867	372670	67
310528	372670	107
314538	372670	80
327240	372670	47
334889	372670	142
352385	372670	40
18344	380160	117
29756	380160	199
95256	380160	188
100530	380160	277
104687	380160	202
134334	380160	215
189074	380160	138
289198	380160	174
303867	380160	267
310528	380160	342
314538	380160	356
327240	380160	133
334889	380160	257
352385	380160	182
18344	418222	20
29756	418222	27
95256	418222	9
100530	418222	35
104687	418222	15
134334	418222	26
189074	418222	7
289198	418222	7
303867	418222	12
310528	418222	23
314538	418222	15
327240	418222	6
334889	418222	24
352385	418222	3
5693	421291	61
15091	421291	141
44231	421291	7
50868	421291	190
55911	421291	81
64056	421291	130
74448	421291	106
109838	421291	269
131220	421291	246
167103	421291	149
171769	421291	37
185994	421291	406
203353	421291	263
