5693	18344	80
5693	29756	91
15091	29756	5281
18344	44231	26
18344	50868	231
29756	50868	466
18344	55911	62
29756	55911	64
18344	64056	33
29756	64056	91
18344	74448	69
29756	74448	82
5693	95256	15
15091	95256	77
44231	95256	0
50868	95256	265
55911	95256	28
64056	95256	234
74448	95256	231
5693	100530	72
15091	100530	67
44231	100530	0
50868	100530	345
55911	100530	103
64056	100530	227
74448	100530	203
5693	104687	25
15091	104687	39
44231	104687	0
50868	104687	144
55911	104687	45
64056	104687	110
74448	104687	168
18344	109838	35
29756	109838	40
95256	109838	655
100530	109838	3492
18344	131220	40
29756	131220	39
95256	131220	367
100530	131220	924
104687	131220	637
5693	134334	92
15091	134334	38
44231	134334	0
50868	134334	132
55911	134334	71
64056	134334	108
74448	134334	142
109838	134334	952
18344	167103	36
29756	167103	48
95256	167103	143
100530	167103	617
104687	167103	375
134334	167103	444
18344	171769	47
29756	171769	28
95256	171769	187
100530	171769	246
104687	171769	128
134334	171769	126
18344	185994	139
29756	185994	178
95256	185994	582
100530	185994	1508
104687	185994	388
134334	185994	270
5693	189074	16
15091	189074	11
44231	189074	0
50868	189074	126
55911	189074	52
64056	189074	206
74448	189074	108
109838	189074	131
131220	189074	88
167103	189074	223
171769	189074	37
18344	203353	68
29756	203353	143
95256	203353	71
100530	203353	528
104687	203353	217
134334	203353	200
18344	217802	69
29756	217802	52
95256	217802	94
100530	217802	180
104687	217802	59
134334	217802	38
189074	217802	601
18344	225341	0
29756	225341	41
95256	225341	0
100530	225341	42
104687	225341	63
134334	225341	79
189074	225341	106
18344	247214	34
29756	247214	103
95256	247214	66
100530	247214	146
104687	247214	69
134334	247214	105
189074	247214	293
18344	277942	12
29756	277942	12
95256	277942	7
100530	277942	42
104687	277942	7
134334	277942	33
189074	277942	34
5693	289198	0
15091	289198	0
44231	289198	0
50868	289198	13
55911	289198	10
64056	289198	35
74448	289198	7
109838	289198	17
131220	289198	24
167103	289198	53
171769	289198	0
185994	289198	132
203353	289198	72
217802	289198	71
225341	289198	13
247214	289198	136
5693	303867	26
15091	303867	28
44231	303867	0
50868	303867	115
55911	303867	9
64056	303867	43
74448	303867	35
109838	303867	91
131220	303867	19
167103	303867	49
171769	303867	0
185994	303867	322
203353	303867	384
217802	303867	234
225341	303867	61
247214	303867	590
277942	303867	476
5693	310528	28
15091	310528	19
44231	310528	0
50868	310528	77
55911	310528	27
64056	310528	34
74448	310528	19
109838	310528	124
131220	310528	98
167103	310528	50
171769	310528	0
185994	310528	291
203353	310528	529
217802	310528	263
225341	310528	100
247214	310528	329
277942	310528	240
5693	314538	0
15091	314538	11
44231	314538	0
50868	314538	94
55911	314538	11
64056	314538	41
74448	314538	9
109838	314538	35
131220	314538	23
167103	314538	42
171769	314538	0
185994	314538	141
203353	314538	250
217802	314538	155
225341	314538	42
247214	314538	350
277942	314538	133
5693	327240	7
15091	327240	2
44231	327240	0
50868	327240	38
55911	327240	17
64056	327240	13
74448	327240	18
109838	327240	30
131220	327240	15
167103	327240	8
171769	327240	1
185994	327240	78
203353	327240	121
217802	327240	33
225341	327240	23
247214	327240	95
277942	327240	39
5693	334889	69
15091	334889	1
44231	334889	0
50868	334889	57
55911	334889	38
64056	334889	41
74448	334889	48
109838	334889	25
131220	334889	0
167103	334889	18
171769	334889	43
185994	334889	129
203353	334889	256
217802	334889	81
225341	334889	0
247214	334889	147
277942	334889	59
5693	352385	0
15091	352385	0
44231	352385	0
50868	352385	21
55911	352385	0
64056	352385	33
74448	352385	14
109838	352385	21
131220	352385	17
167103	352385	0
171769	352385	0
185994	352385	24
203353	352385	65
217802	352385	23
225341	352385	16
247214	352385	37
277942	352385	0
18344	360924	8
29756	360924	14
95256	360924	23
100530	360924	6
104687	360924	7
134334	360924	7
189074	360924	12
289198	360924	10
303867	360924	50
310528	360924	24
314538	360924	34
327240	360924	27
334889	360924	4
18344	372670	1
29756	372670	5
95256	372670	8
100530	372670	23
104687	372670	11
134334	372670	5
189074	372670	1
289198	372670	41
303867	372670	30
310528	372670	27
314538	372670	11
327240	372670	10
334889	372670	19
352385	372670	7
18344	380160	1
29756	380160	22
95256	380160	6
100530	380160	51
104687	380160	32
134334	380160	8
189074	380160	26
289198	380160	14
303867	380160	75
310528	380160	74
314538	380160	70
327240	380160	27
334889	380160	41
352385	380160	23
18344	418222	0
29756	418222	0
95256	418222	0
100530	418222	0
104687	418222	0
134334	418222	4
189074	418222	2
289198	418222	4
303867	418222	4
310528	418222	7
314538	418222	5
327240	418222	0
334889	418222	0
352385	418222	0
5693	421291	10
15091	421291	8
44231	421291	0
50868	421291	19
55911	421291	0
64056	421291	12
74448	421291	10
109838	421291	20
131220	421291	32
167103	421291	34
171769	421291	12
185994	421291	34
203353	421291	49
217802	421291	52
225341	421291	0
247214	421291	65
277942	421291	10
360924	421291	25
372670	421291	35
380160	421291	125
5693	433293	9
15091	433293	0
44231	433293	0
50868	433293	14
55911	433293	5
64056	433293	22
74448	433293	11
109838	433293	13
131220	433293	6
167103	433293	15
171769	433293	0
185994	433293	76
203353	433293	69
217802	433293	29
225341	433293	0
247214	433293	58
277942	433293	7
360924	433293	14
372670	433293	19
380160	433293	90
418222	433293	43
5693	445126	0
15091	445126	4
44231	445126	0
50868	445126	12
55911	445126	4
64056	445126	7
74448	445126	29
109838	445126	3
131220	445126	9
167103	445126	0
171769	445126	1
185994	445126	1
203353	445126	36
217802	445126	36
225341	445126	3
247214	445126	46
277942	445126	13
360924	445126	0
372670	445126	4
380160	445126	36
418222	445126	40
5693	454365	0
15091	454365	6
44231	454365	0
50868	454365	22
55911	454365	2
64056	454365	4
74448	454365	24
109838	454365	10
131220	454365	47
167103	454365	0
171769	454365	1
185994	454365	42
203353	454365	38
217802	454365	54
225341	454365	14
247214	454365	56
277942	454365	21
360924	454365	20
372670	454365	30
380160	454365	77
418222	454365	39
18344	483412	11
29756	483412	15
95256	483412	0
100530	483412	34
104687	483412	3
134334	483412	3
189074	483412	21
289198	483412	35
303867	483412	28
310528	483412	71
314538	483412	24
327240	483412	29
334889	483412	2
352385	483412	21
421291	483412	172
433293	483412	170
445126	483412	166
18344	496513	0
29756	496513	10
95256	496513	9
100530	496513	31
104687	496513	49
134334	496513	0
189074	496513	6
289198	496513	0
303867	496513	26
310528	496513	55
314538	496513	6
327240	496513	6
334889	496513	45
352385	496513	0
421291	496513	102
433293	496513	42
445126	496513	63
454365	496513	182
5693	499411	17
15091	499411	9
44231	499411	0
50868	499411	33
55911	499411	5
64056	499411	53
74448	499411	50
109838	499411	17
131220	499411	0
167103	499411	10
171769	499411	6
185994	499411	97
203353	499411	68
217802	499411	67
225341	499411	1
247214	499411	31
277942	499411	0
360924	499411	2
372670	499411	7
380160	499411	133
418222	499411	36
483412	499411	386
